看小区园林 格局方正实用 通风采光好 刚需上车,美心翠拥华庭一期,番禺客运站,3室2厅 ,86.86, 北 , 简装 ,6, 2004年 , 塔楼,2,24,1760000.0,"20,263元/平",VR房源 房本满五年 随时看房 
金晖明园2005年楼，楼龄新户型方正，南向通风采光好,金晖明园,市桥,2室2厅 ,82.0, 南 北 , 精装 ,6, 2005年 , 板楼,4, 2个月以前发布,1650000.0,"20,122元/平",VR看装修 房本满五年 随时看房 
金碧精美小别墅 可装电梯 南向采光好4房实用户型,金碧御水山庄,狮岭镇,4室2厅 ,165.0, 南 , 毛坯 ,3, 塔楼 , 联排别墅 ,8, 4个月以前发布,1650000.0,"10,000元/平",VR房源 房本满五年 随时看房 
美业阁小两房，格局好楼层好近地铁。,美业阁,新塘北,2室1厅 ,57.57, 南 , 简装 ,7, 1999年 , 塔楼,12, 一年前发布,600000.0,"10,423元/平",近地铁 VR房源 房本满五年 随时看房 
金碧世纪花园两房南向   中间楼层   满五唯一,金碧世纪花园,大沙地,2室2厅 ,71.62, 北 , 简装 ,17, 2004年 , 塔楼,6, 8个月以前发布,2750000.0,"38,398元/平",VR看装修 房本满五年 随时看房 
户型方正，楼层适中，景色优美，空气良好。,紫泉流溪湾,太平镇,3室2厅 ,119.77, 西南 , 精装 ,17, 2018年 , 板楼,1, 9个月以前发布,1280000.0,"10,688元/平",VR看装修 房本满两年 随时看房 
鱼珠保利 次新房 南向三房两卫 证满两年免增值税,保利学府里,大沙地,3室2厅 ,94.53, 南 , 精装 ,39, 2015年 , 塔楼,13, 7个月以前发布,4900000.0,"51,836元/平",近地铁 VR看装修 房本满两年 
唯一物业，中高楼层采光通风充足 配套齐全 居住密度低,雅居乐花园一尺山居,雅居乐,2室1厅 ,80.37, 西南 , 精装 ,23, 2010年 , 塔楼,5, 3个月以前发布,2700000.0,"33,595元/平",VR房源 房本满两年 随时看房 
中间靓楼层，房子户型方正看园林，双阳台南北对流。,汇东国际花园,白江,3室2厅 ,130.23, 南 北 , 精装 ,28, 2015年 , 塔楼,2, 9个月以前发布,2080000.0,"15,972元/平",VR房源 房本满五年 
祈福青怡居三房套房 有41.3方大花园 精装修 交通便利,祈福新村青怡居,祈福新村,3室2厅 ,105.29, 北 , 精装 ,5, 2001年 , 板楼,201, 5个月以前发布,2698000.0,"25,625元/平",VR房源 房本满五年 
尚城稀有小户型带大平台复式南向三房,万科尚城御府,南岗,3室2厅 ,64.74, 东南 , 精装 ,34, 2016年 , 塔楼,15, 6个月以前发布,1750000.0,"27,032元/平",VR房源 房本满两年 
金梦小区园林中间位置三房2卫  望小区园林  安静不吵,万科金色梦想,香雪,3室2厅 ,95.47, 南 , 精装 ,34, 2015年 , 板塔结合,2, 2个月以前发布,2700000.0,"28,282元/平",VR看装修 房本满两年 
进白江地铁，户型方正 中高楼层，房子装修保养很好,碧桂园豪进广场,白江,3室1厅 ,103.7, 南 , 精装 ,30, 2016年 , 塔楼,1, 3个月以前发布,1980000.0,"19,094元/平",近地铁 VR看装修 房本满五年 
房产无占用直读怡园南向一线江景房满五免增值税,金碧领秀国际,黄埔区府,2室2厅 ,72.89, 南 , 精装 ,33, 2007年 , 塔楼,1, 9个月以前发布,2950000.0,"40,472元/平",VR看装修 房本满五年 
万科东荟城东南向3房保养好满五唯一省税，可谈可谈,万科东荟城,香雪,3室2厅 ,84.99, 东南 , 精装 ,23, 2016年 , 塔楼,13, 6个月以前发布,2930000.0,"34,475元/平",VR看装修 房本满五年 
不能错过的尚东必看房源，诚心卖保养佳。,尚东阳光,沙村,3室1厅 ,108.84, 南 北 , 精装 ,25, 2011年 , 塔楼,4, 8个月以前发布,1800000.0,"16,539元/平",VR看装修 房本满两年 
群星花园 证过两年 南向望花园 轻松上车两房,群星花园,新塘南,2室1厅 ,83.1, 南 , 简装 ,8, 2003年 , 板楼,4, 9个月以前发布,680000.0,"8,183元/平",VR看装修 房本满两年 
满五，视野宽阔，采光好，配套设施齐全，交通便利,富域尚品居,南岗,3室1厅 ,85.52, 北 , 精装 ,18, 2009年 , 塔楼,45, 一年前发布,1830000.0,"21,399元/平",近地铁 VR看装修 房本满五年 
黄埔雅苑 安静不吵  户型方正  已改3房  装修保养好,黄埔新村黄埔雅苑,黄埔区府,3室2厅 ,75.14, 北 , 精装 ,11, 2004年 , 塔楼,3, 2个月以前发布,2700000.0,"35,933元/平",近地铁 VR房源 房本满五年 
满五唯一税费少 尚东阳光雅苑 方正大两房  近地铁,尚东阳光,沙村,2室1厅 ,86.5, 南 , 精装 ,30, 2014年 , 塔楼,24, 一年前发布,1200000.0,"13,873元/平",近地铁 VR看装修 房本满五年 
是谁说要找带garden1楼4房的？喏，机会来了！,新都盛世名门,白江,4室2厅 ,156.93, 南 , 精装 ,11, 2012年 , 塔楼,5, 2个月以前发布,2680000.0,"17,078元/平",近地铁 VR房源 房本满五年 
此房已满五  业主有心卖  采光通透,凤馨苑,凤凰城,3室2厅 ,95.92, 南 北 , 精装 ,18, 2002年 , 塔楼,3, 1个月以前发布,1290000.0,"13,449元/平",VR看装修 房本满五年 
新房原满五唯一，无按揭放心交易！速推,东华花园,市桥东,3室2厅 ,89.9, 北 , 简装 ,6, 2004年 , 板楼,4, 1个月以前发布,1960000.0,"21,803元/平",VR看装修 房本满五年 
楼层恰好望游池 非矮层 东南4房 笋盘 满五唯一,富力御龙庭,淘金,4室2厅 ,128.4, 东南 , 简装 ,27, 2004年 , 塔楼,2, 1个月以前发布,9280000.0,"72,275元/平",近地铁 VR看装修 房本满五年 随时看房 
09年楼龄 一桥之隔是珠江新城 望江望塔 业主自住,珠江新岸公寓,滨江东,1室1厅 ,48.34, 北 , 精装 ,32, 2009年 , 塔楼,7, 1个月以前发布,2100000.0,"43,443元/平",近地铁 VR看装修 房本满五年 
电梯洋房、 近地铁 、封闭式管理， 业主诚意出卖,汇东国际花园,白江,1室0厅 ,43.61, 北 , 其他 ,26, 2012年 , 塔楼,0, 1个月以前发布,550000.0,"12,612元/平",近地铁 VR看装修 房本满五年 
广州设计之都旁时代玫瑰园精装两房 满五唯一 税费少,时代玫瑰园,黄边,2室1厅 ,71.82, 西南 , 精装 ,13, 2004年 , 塔楼,1, 1个月以前发布,2420000.0,"33,696元/平",VR看装修 房本满五年 
森林半岛少有南向三房两卫户型.,翡翠绿洲森林半岛,凤凰城,3室2厅 ,98.54, 南 北 , 简装 ,21, 2011年 , 塔楼,0, 1个月以前发布,1730000.0,"17,557元/平",VR看装修 房本满五年 
梅花园地铁口旁，产权满五年唯一，南北对流朝向,建材小区,沙太南,3室2厅 ,80.24, 南 北 , 简装 ,9, 1999年 , 塔楼,1, 1个月以前发布,1850000.0,"23,056元/平",近地铁 VR看装修 房本满五年 
区府旁 公务员小区 高层南向大三房  看区府花园,金穗雅园,广州大道南,3室2厅 ,112.12, 南 , 简装 ,11, 2004年 , 塔楼,1, 1个月以前发布,6150000.0,"54,852元/平",VR房源 房本满五年 
南向三房一卫，有入户望花园，保养新净,雅居乐万科热橙,花山镇,3室1厅 ,82.23, 南 , 精装 ,13, 2018年 , 塔楼,0, 1个月以前发布,1120000.0,"13,621元/平",VR看装修 房本满两年 
珠江花园 二期 采光好 视野开阔 过五唯一业主诚心放卖,珠江花园,厦滘,2室2厅 ,86.88, 西北 , 简装 ,28, 2010年 , 塔楼,146, 1个月以前发布,2500000.0,"28,776元/平",近地铁 VR房源 房本满五年 
黄埔东南向三房，户型方正，中高楼层通风采光好,万科里享家,黄埔永和,3室2厅 ,85.37, 东南 , 精装 ,34, 2017年 , 塔楼,4, 一年前发布,1600000.0,"18,742元/平",VR看装修 房本满两年 随时看房 
锦绣半山少有顶层复式，装修漂亮保养很好,锦绣半山御景,荔城西区,6室2厅 ,222.23, 南 , 精装 ,14, 2012年 , 塔楼,2, 3个月以前发布,2580000.0,"11,610元/平",VR房源 房本满五年 
此房满五年唯一，东南向单边位，近地铁，采光充足,亚运城媒体北村,亚运城,2室1厅 ,76.95, 南 , 精装 ,18, 2010年 , 塔楼,4, 2个月以前发布,1700000.0,"22,093元/平",VR房源 房本满五年 
今日丽舍   南向 大三房 装修靓,今日丽舍,大石,3室2厅 ,120.43, 南 , 精装 ,23, 2004年 , 塔楼,4, 2个月以前发布,2550000.0,"21,175元/平",近地铁 VR看装修 房本满五年 
珑翠花园北区 望城市天际线4房2厅,珑翠北区,汉溪长隆,4室2厅 ,165.01, 南 北 , 精装 ,32, 2018年 , 板塔结合,1, 2个月以前发布,7000000.0,"42,422元/平",VR看装修 房本满两年 
珑翠花园 南向高层 靓装修 飞机户型 视野宽阔,珑翠花园,汉溪长隆,4室2厅 ,166.47, 西南 , 精装 ,32, 2013年 , 板塔结合,1, 4个月以前发布,6500000.0,"39,047元/平",VR看装修 房本满两年 
尚东尚筑 高层 精装修三房 全屋智能家私家电,尚东尚筑,番禺客运站,3室1厅 ,90.72, 北 , 精装 ,17, 2011年 , 塔楼,2, 2个月以前发布,2980000.0,"32,849元/平",VR房源 房本满两年 
尚东尚筑 4室2厅 南,尚东尚筑,番禺客运站,4室2厅 ,142.2, 南 , 精装 ,18, 2008年 , 塔楼,3, 2个月以前发布,3720000.0,"26,161元/平",VR看装修 房本满五年 随时看房 
东城华庭    精装三房   交通便利,泰景花园东城华庭,黄埔区府,3室2厅 ,87.76, 北 , 精装 ,27, 2014年 , 塔楼,32, 一年前发布,3200000.0,"36,464元/平",VR看装修 房本满五年 
新上华筑次新楼，北向望江视野开阔,华筑翡翠湾,大石,4室1厅 ,138.38, 东南 东北 , 精装 ,26, 2019年 , 塔楼,3, 2个月以前发布,5280000.0,"38,156元/平",VR房源 房本满两年 
央企保利物业，户型实用，视野开阔无遮挡,保利i立方,永宁,4室1厅 ,95.61, 南 , 精装 ,17, 2019年 , 塔楼,0, 5个月以前发布,1330000.0,"13,911元/平",VR房源 房本满两年 
东凌广场 精装中高层南向3房 自住保养好 满五唯一,东凌广场,凤凰城,3室2厅 ,110.93, 南 , 精装 ,21, 2014年 , 塔楼,0, 6个月以前发布,1450000.0,"13,072元/平",VR看装修 房本满五年 
蔷薇国际花园   中高楼层大四房,实地蔷薇国际,荔城西区,4室2厅 ,115.19, 南 北 , 精装 ,32, 2020年 , 板楼,1, 1个月以前发布,1380000.0,"11,981元/平",VR看装修 房本满两年 随时看房 
南向两房，格局方正 ，满五年，近地铁,新塘新世界花园万象苑,沙村,2室1厅 ,82.35, 南 , 精装 ,18, 2009年 , 塔楼,8, 4个月以前发布,1250000.0,"15,180元/平",近地铁 VR房源 房本满五年 
奥园西街一梯两户，二楼南向两房，位置安静，出入便利,广州奥林匹克花园,洛溪,2室2厅 ,72.6, 南 , 简装 ,7, 2002年 , 塔楼,2, 5个月以前发布,1990000.0,"27,411元/平",VR房源 房本满五年 
南向大四房安静望花园小区中间位置通风采光好,万科东荟城,香雪,4室2厅 ,124.61, 东南 , 精装 ,32, 2016年 , 塔楼,0, 2个月以前发布,4400000.0,"35,311元/平",VR看装修 房本满两年 
此房明星新区3房2厅，户型方正南北对流基础设施完善,明星新村,增城区府,3室2厅 ,120.72, 东南 , 精装 ,18, 2019年 , 塔楼,1, 1个月以前发布,1150000.0,"9,527元/平",VR看装修 房本满两年 
近大门，看房方便，视野开阔，保养好，楼层靓,保利罗兰国际,科学城,3室2厅 ,100.59, 东南 南 , 精装 ,33, 2016年 , 塔楼,11, 8个月以前发布,4200000.0,"41,754元/平",VR看装修 房本满两年 
东方白云花园 南向 带大露台 小区中间位 满五唯一税低,东方白云花园,市桥北,3室1厅 ,110.56, 南 , 简装 ,6, 2002年 , 板楼,10, 4个月以前发布,2280000.0,"20,623元/平",VR房源 房本满五年 
瑞华苑 近地铁 证过五年 精装修 可拎包入住,瑞华苑,市桥,3室2厅 ,111.95, 南 , 精装 ,16, 2002年 , 塔楼,4, 10个月以前发布,2700000.0,"24,118元/平",近地铁 VR看装修 房本满五年 
东边位，三面采光，满五年唯一，南向3楼,新塘新世界花园嘉华苑,沙村,2室2厅 ,80.65, 东南 , 精装 ,7, 2004年 , 塔楼,9, 9个月以前发布,1000000.0,"12,400元/平",VR看装修 房本满五年 
星力时代豪庭 次新小区 人车分流 精装修 可拎包入住,星力时代豪庭,市桥北,3室2厅 ,96.39, 南 , 精装 ,33, 2015年 , 塔楼,4, 10个月以前发布,2680000.0,"27,804元/平",VR看装修 房本满两年 随时看房 
祈福新村倚湖湾 望湖三房 视野开阔,祈福新村倚湖湾,祈福新村,3室2厅 ,100.22, 北 , 简装 ,30, 2006年 , 塔楼,2, 一年前发布,2680000.0,"26,742元/平",VR看装修 房本满五年 
香雪公园式小区 看花园户型 地铁在建,时代春树里,香雪,3室2厅 ,81.71, 北 , 精装 ,35, 2017年 , 塔楼,10, 6个月以前发布,2150000.0,"26,313元/平",VR房源 房本满五年 随时看房 
新塘TOD旁 南北对流三房 安静望花园 装修保养好,现代城市花园,新塘北,3室1厅 ,111.31, 南 北 , 精装 ,18, 2007年 , 塔楼,3, 1个月以前发布,1580000.0,"14,195元/平",近地铁 VR房源 房本满五年 
满五唯一 南向  保养好 楼距宽 南北对流 祈福缤纷汇,祈福缤纷汇,祈福新村,3室2厅 ,94.51, 南 , 精装 ,33, 2017年 , 板塔结合,0, 3个月以前发布,3200000.0,"33,859元/平",近地铁 VR看装修 房本满五年 
东南向一字厅，采光好，视野好，一手业主。,丽江花园丽波楼,南浦,2室1厅 ,64.53, 东南 , 精装 ,9, 1993年 , 塔楼,7, 9个月以前发布,1390000.0,"21,541元/平",VR看装修 房本满五年 随时看房 
金盈居 小区管理，全明三房，环境优美,金盈居,周门,3室1厅 ,82.32, 北 , 精装 ,20, 2004年 , 塔楼,4, 7个月以前发布,3500000.0,"42,518元/平",VR看装修 房本满五年 随时看房 
西关海 对流三房 一手毛坯没住过,西关海,南岸路,3室2厅 ,154.8, 东南 , 毛坯 ,46, 2012年 , 塔楼,1, 一年前发布,10000000.0,"64,600元/平",VR看装修 房本满两年 随时看房 
机场路 康雅花园 户型方正实用 带天台花园,康雅花园,机场路,2室1厅 ,72.82, 东 , 简装 ,9, 1999年 , 塔楼,3, 8个月以前发布,1250000.0,"17,166元/平",VR看装修 房本满五年 随时看房 
高层南北对流3房 通风阳光充足采光好 有锁匙随时看房,珠江帝景苑,滨江东,3室2厅 ,100.88, 南 北 , 简装 ,18, 2003年 , 塔楼,1, 5个月以前发布,8580000.0,"85,052元/平",近地铁 VR房源 房本满五年 随时看房 
地段好，配套齐，交通便利，生活配套成熟,大运家园,新区,3室2厅 ,140.76, 南 , 精装 ,11, 2009年 , 塔楼,26, 一年前发布,2520000.0,"17,903元/平",近地铁 VR看装修 房本满五年 随时看房 
一个快站直达的增城，两个快站直达的萝岗,保利中航城花园一期,朱村,3室2厅 ,79.09, 北 , 其他 ,27, 2019年 , 塔楼,4, 2个月以前发布,1120000.0,"14,162元/平",VR看装修 房本满两年 随时看房 
过五年，位置安静，视野开阔，业主诚心卖,广州碧桂园美苑,南浦,2室2厅 ,68.0, 东北 , 毛坯 ,7, 1998年 , 塔楼,34, 一年前发布,1550000.0,"22,795元/平",近地铁 VR房源 房本满五年 随时看房 
佳兆业 东向看花园三房 业主自住 保养好,佳兆业城市广场,南岗,3室2厅 ,82.85, 东南 , 精装 ,32, 2019年 , 塔楼,0, 2个月以前发布,2188000.0,"26,410元/平",VR看装修 房本满两年 随时看房 
此房满五唯一，精装修，南北对流，楼层好，视野宽阔,丽江花园康城居,南浦,2室2厅 ,75.8, 西南 , 精装 ,9, 1999年 , 塔楼,7, 3个月以前发布,1730000.0,"22,824元/平",VR看装修 房本满五年 随时看房 
亚运城中高层，4房全新未住过中高层,亚运城天成2区,亚运城,4室2厅 ,130.92, 南 , 精装 ,50, 2019年 , 塔楼,1, 9个月以前发布,3450000.0,"26,352元/平",VR看装修 房本满两年 随时看房 
一手业主度假房 满五年 有钥匙看房 小区中间位置,亚运城媒体村(南区),亚运城,2室1厅 ,91.8, 南 , 简装 ,22, 2010年 , 塔楼,2, 3个月以前发布,2280000.0,"24,837元/平",近地铁 VR看装修 房本满两年 随时看房 
合兴苑小区 加装电梯 证满五年 近花地湾地铁 低层安静,合兴苑,芳村,2室1厅 ,57.62, 东南 西北 , 简装 ,8, 1994年 , 板楼,1, 9个月以前发布,1650000.0,"28,636元/平",近地铁 VR看装修 房本满五年 随时看房 
嘉汇城一期 刚需三房 精装修 可拎包入住 方便看房,嘉汇城一期,镜湖大道,3室2厅 ,101.37, 东南 , 精装 ,30, 2017年 , 塔楼,1, 2个月以前发布,1490000.0,"14,699元/平",VR看装修 房本满两年 随时看房 
丽江花园德汇楼 电梯两房 中高楼层 采光通风好,丽江花园德汇楼,南浦,2室1厅 ,64.9, 西北 , 简装 ,20, 1997年 , 塔楼,24, 一年前发布,1350000.0,"20,802元/平",近地铁 VR看装修 房本满五年 随时看房 
北向两房，刚需上车好房源，税费少,亚太新城亚太银座二期,新塘北,2室1厅 ,69.81, 北 , 精装 ,17, 2018年 , 板楼,0, 2个月以前发布,1200000.0,"17,190元/平",近地铁 VR看装修 房本满五年 随时看房 
祈福新村缤纷汇地铁口 采光好两个房间有窗户,祈福缤纷汇,祈福新村,2室1厅 ,55.63, 北 , 精装 ,33, 2017年 , 板塔结合,25, 一年前发布,1760000.0,"31,638元/平",近地铁 VR看装修 房本满两年 随时看房 
花园小区 满五年低楼层 位置安静,祥景花园AC区,黄石,2室1厅 ,49.29, 东 , 其他 ,9, 1999年 , 塔楼,0, 3个月以前发布,1180000.0,"23,940元/平",VR看装修 房本满五年 随时看房 
金泽豪庭 精装修两房 封闭式管理 花园小区,金泽豪庭一期,白江,2室1厅 ,70.1, 北 , 精装 ,26, 2009年 , 塔楼,2, 一年前发布,1000000.0,"14,266元/平",近地铁 VR看装修 房本满五年 随时看房 
新世界花园万象苑  四房两厅    满五唯一,新塘新世界花园万象苑,沙村,4室2厅 ,117.73, 南 北 , 精装 ,18, 2009年 , 塔楼,1, 一年前发布,2100000.0,"17,838元/平",近地铁 VR看装修 房本满五年 
东华花园，三期，南向，电梯，看花园,东华花园,市桥东,3室1厅 ,81.65, 南 , 简装 ,7, 2004年 , 板楼,0, 2个月以前发布,2250000.0,"27,557元/平",VR房源 房本满五年 随时看房 
过五年唯一 番禺CBD 地铁三房 高层南向 采光好 湖景,华南碧桂园翠山蓝天苑,华南碧桂园,3室2厅 ,118.0, 西南 , 精装 ,8, 2007年 , 塔楼,2, 3个月以前发布,4580000.0,"38,814元/平",VR房源 房本满五年 
